sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Finite elements in fluids";"Gallagher, R.H. (ed.); Oden, J.T. (ed.); Taylor, C. (ed.); Zienkiewicz, O.C. (ed.); Morandi Cecchi, M. (ed");"";"19781981";"Wiley";"";"Construcciones/2 // Construcciones/3 // Fluidos-Viento/C3/11303 // Fluidos-Viento/C3/11304";"";"";"Elementos finitos; Fluidos; Viscosidad; Hidrodinámica; Dimensiones; Ecuaciones de Navier-Stokes; Dispersión; Análisis térmico; Soluciones; Materiales porosos; Masa; Propagación de ondas; Ondas; Deflectores; Mecánica de los fluidos; Variables; Aerodinámica; Computación; Hidráulica; Agua subterranea; Estabilidad; Plasma";""
"Introducción a la construcción";"Castagnino, Raúl";"";"1954";"Centro de estudiantes de arquitectura";"";"Construcciones/41 // Manuales/C2/229";"";"";"Construcciones; Aglomerantes; Arcillas; Asfaltos; Cales; Cementos; Cemento Portland; Resistencia de materiales; Yeso; Morteros; Hormigones; Agregados; Agua; Rocas; Granito; Mármol; Arenas; Pizarra; Materiales cerámicos; Gres; Loza; Porcelana; Ladrillos; Baldosas; Tejas; Azulejos; Artefactos; Mosaicos; Revestimientos; Materiales de construcción; Metales ferrosos; Fundición; Aceros; Metales no ferrosos; Chapas; Aluminio; Magnesio; Cobre; Plomo; Cinc; Níquel; Maderas; Peso específico; Humedad; Estructuras; Durabilidad; Oxidación; Hongos; Insectos; Moluscos; Crustaceos; Fuego; Colas; Vidrios; Materiales aislantes; Aislación hidrófuga; Aislación térmica; Muros; Techos; Plásticos; Columnas; Hormigón armado; Losas; Entrepisos; Cimentación; Tensiones; Fundaciones; Pilotes; Revoques; Cerramientos; Ventanas; Cerraduras; Herrajes; Seguridad";""
"Ponencias. Papers";"";"";"1983";"Conselleria de Industria y Comercio de la Comunidad Autónoma de las Islas Baleares";"Solar'83 / International solar energy symposium. ES. 1983";"Construcciones/75 // Energía Solar/C3/1363";"";"";"Energía solar; Tecnología solar; Análisis de Fourier; Meteorología; Radiación solar; Temperatura; Aire; Vapor; Colectores solares; Colectores solares planos; Caucho; Técnicas de vacío; Tubos de vacío; Durabilidad; Ensayos; Absorción; Recubrimientos superficiales; Agua; Calentamiento; Instalaciones sanitarias; Calentadores solares; Almacenamiento; Calor; Diseño; Tanques; Estratificación; Depósitos; Líquidos; Sales; Control automático; Calefacción; Refrigeración; Conductividad térmica; Bombas solares; Bombas de calor; Calefacción solar; Suelos; Arquitectura; Vivienda; Casas solares; Aire acondicionado; Balance energético; Secadores solares; Productos agrícolas; España; Proyectos nacionales; Urbanismo; Francia";""
"Manual de construcción industrializada";"Mac Donnell, Horacio; Mac Donnell, Horacio Patricio";"";"1999";"Revista Vivienda SRL";"";"Construcciones/59 // Manuales/C3/3965 // 69.057/M113";"";"";"Construcción industrializada; Vivienda; Calidad; Seguridad; Riesgos; Habitabilidad; Construcciones; Durabilidad; Industrialización; Materiales de construcción; Sistemas constructivos; Cargas; Acción del viento; Sismos; Nieve; Hielo; Clima; Fuego; Techos; Pórticos; Columnas; Paneles; Rigidez; Revestimientos; Habitabilidad térmica; Transferencia de calor; Calor; Radiación solar; Agua; Evaporación; Condensación; Confort; Aislación térmica; Aislación sonora; Absorción sonora; Cerramientos; Vibraciones; Muros; Hormigones; Juntas; Uniones; Elementos premoldeados; Cementos; Estructuras; Edificios; Fundaciones; Aislación térmica; Metales; Maderas; Plásticos; Estructuras de acero; Perfiles de acero; Elementos estructurales; Techos; Entrepisos; Estructuras metálicas; Instalaciones; Montaje; Losas; Vigas; Ferrocemento";""
"Determinación de la permeabilidad al vapor de agua de los materiales de construcción";"Volantino, Vicente L.; Cornejo, Edgar Jorge";"Instituto Nacional de Tecnología Industrial. Centro de Investigación y Desarrollo en Construcciones (INTI-Construcciones)";"1996";"INTI-Construcciones";"";"4443";"";"";"Materiales de construcción; Permeabilidad; Vapor de agua; Métodos de ensayo; Materiales aislantes; Ladrillos; Materiales cerámicos; Pinturas";""
"Determinación de la permeabilidad al vapor de agua de los materiales de construcción";"Volantino, Vicente L.; Cornejo, Edgar Jorge";"Instituto Nacional de Tecnología Industrial. Centro de Investigación y Desarrollo en Construcciones (INTI-Construcciones)";"1996";"Asociación Argentina de Energías Renovables y Ambiente^sASADES";"";"Construcciones/153 // Ingeniería Térmica/C14/4752 // 620.193:69/V899";"";"";"Materiales de construcción; Permeabilidad; Vapor de agua; Métodos de ensayo; Materiales aislantes; Ladrillos; Materiales cerámicos; Pinturas";""
"Patologías higrotérmicas en viviendas";"Volantino, Vicente L.";"Instituto Nacional de Tecnología Industrial. Centro de Investigación y Desarrollo en Construcciones (INTI-Construcciones)";"s.f.";"INTI-Construcciones";"";"Construcciones/160 // Ingeniería Térmica/C1/4877 // 536:728/V899";"";"";"Vivienda; Energía térmica; Resistencia térmica; Propiedades térmicas; Condensación; Vapor de agua; Conductividad térmica; Métodos de ensayo; Techos; Muros; Muros";""
"Heating design and practice";"Emerick, Robert Henderson";"";"1951";"McGraw-Hill";"";"Construcciones/127 // Ingeniería térmica/C7/8399 // 699.86/H495";"";"";"Calefacción; Diseño; Vapor; Calderas; Generadores de vapor; Agua; Calentadores de agua; Filtros; Ventiladores; Bombas de calor; Combustibles; Combustión; Chimeneas; Aislación térmica; Materiales refractarios; Radiadores; Performance; Incineradores";""
"Caracterización higrotérmica de los materiales de construcción";"Volantino, Vicente L.";"Instituto Nacional de Tecnología Industrial. Centro de Investigación y Desarrollo en Construcciones (INTI-Construcciones)";"s.f.";"INTI-Construcciones";"";"Construcciones/168 // Ingeniería Térmica/C1/4878 // 536.24/V899";"";"";"Materiales de construcción; Higrometría; Transferencia de calor; Sistemas constructivos; Calor; Radiación; Convección del calor; Conducción del calor; Sólidos; Conductividad térmica; Densidad; Humedad; Aislación térmica; Métodos de ensayo; Normas; Cámaras; Aire; Ventilación; Vapor de agua; Permeabilidad";""
"Manual de saneamiento de poblaciones";"Imhoff, Karl";"";"1969";"Editorial Blume";"";"Construcciones/201 // Instalaciones sanitarias/C31602 // 628.1/.3/I32";"";"";"Saneamiento ambiental; Población; Crecimiento demográfico; Alcantarillas; Ventilación; Bombas de agua; Aguas residuales; Materiales de construcción; Caudal de agua; Agua de lluvia; Métodos de cálculo; Residuos; Flotación; Tanques; Precipitación; Cloro; Filtros; Riego; Terrenos; Aireación; Lodos; Gases; Digestores; Calefacción; Metano; Combustibles; Secado; Incineración; Instalaciones sanitarias; Ríos";""
"Actas y conclusiones";"";"";"1978";"CNIE";"Comisión Nacional de Investigaciones Espaciales (CNIE), San Miguel, AR. Seminario sobre aprovechamiento de la energía solar y eólica. AR. 1978";"Construcciones/225 // Energía/C3/1353 // 620.97:523.9/C35";"";"";"Energía solar; Energía eólica; Secadores; Frutas; Hortalizas; Equipos; Calibración; Colectores solares; Radiación solar; Argentina; Convertidores; Energía eléctrica; Generadores eléctricos; Concentradores solares; Calentadores solares; Diseño; Agua; Calentamiento; Recubrimientos superficiales; Protección contra la corrosión; Altas temperaturas; Bajas temperaturas; Arquitectura solar; Casas solares; Refrigeración; Climatización; Desalinización; Agua de mar";""
"Finite elements in fluids";"Gallagher, R.H. (ed.); Oden, J.T. (ed.); Taylor, C. (ed.); Zienkiewicz, O.C. (ed.");"";"19781982";"Wiley";"";"Construcciones/65 // Construcciones/66 // Fluidos-Viento/C2/11298-11299 // 532/G162";"";"";"Elementos finitos; Fluidos; Matemática; Aerodinámica; Lubricación; Sistemas no lineales; Algoritmos; Ecuaciones integrales; Difusión; Análisis matemático; Ondas; Computación; Modelos matemáticos; Variables; Hidrodinámica; Agua; Densidad; Soluciones; Análisis de Fourier; Reservorios; Saturación; Materiales porosos; Análisis volumétrico; Transferencia de calor; Polímeros; Convección del calor; Mecánica de los fluidos; Ecuaciones de Navier-Stokes; Performance; Formas tridimensionales; Turbomotores; Plasma; Acústica";""
"Métodos numéricos en la mecánica del continuo";"Marshall, G. (comp.");"";"1978";"EUDEBA";"Simposio sobre Métodos numéricos en la mecánica del continuo, 1. AR. 1977";"Construcciones/67 // Fluidos-Viento/C2/11300 // 51:531/M367";"";"";"Métodos numéricos; Continuidad; Mecánica; Ecuaciones; Capas limítrofes; Atmósfera; Elementos finitos; Simulación; Interfases; Difusividad térmica; Cálculo matemático; Placas; Reactores nucleares; Vibraciones; Ecuaciones diferenciales; Análisis de Fourier; Errores; Agua; Modelos matemáticos; Coeficientes no lineales; Computación; Cuencas fluviales; Filtros; Materiales porosos; Filtración; Elasticidad; Guías de ondas; Reservorios; Petróleo; Fluidos; Viscosidad; Cálculo de estructuras; Edificios; Contaminantes; Ecuaciones de Navier-Stokes; Estabilidad; Deformación; Temperatura; Estructuras de hormigón; Calor; Hidratación; Medio ambiente";""
"Diseño y construcción en los trópicos";"Atkinson, G. Anthony";"Centro Interamericano de Vivienda. Servicio de Intercambio Científico";"1954";"Centro Interamerico de Vivienda";"";"Construcciones/92 // Vivienda/C4/58 // 728:69(213)/A875";"";"";"Construcciones; Diseño; Vivienda; Zona tropical; Clima cálido; Normas; Costos; Dormitorios; Luz; Ventilación; Cocinas; Abastecimiento de agua; Casas; Materiales de construcción; Cementos; Techos; Prefabricación";""
"Proceedings";"Sjöström, Christer (ed.");"";"1996";"E & F N Spon // Chapman and Hall";"International conference on durability of building materials and components, 7DBMC. SE. 1996";"Construcciones/175 // Hormigón y Cemento/E9-C8";"";"";"Materiales de construcción; Durabilidad; Componentes constructivos; Degradación; Construcciones; Estructuras de hormigón; Incertidumbre; Hormigones; Humedad; Performance; Dinámica; Modelos; Costos; Agua de mar; Corrosión; Mediciones; Resistencia de materiales; Cambios climáticos; Temperatura; Compuestos inorgánicos; Bajas temperaturas; Cemento Portland; Electroquímica; Peso; Geología; Microestructuras; Materiales porosos; Diseño; Desgaste; Envejecimiento de materiales; Silicio; Cementos; Aceros; Gases; Saturación; Espectroscopía";""
"Hidráulica de tuberías";"Saldarriaga, Juan G.";"";"1998";"McGraw-Hill Interamericana";"";"621.644/S162";"";"";"Tuberías; Hidráulica; Fluidos; Viscosidad; Turbulencia; Mecánica de los fluidos; Diseño; Ecuaciones; Fricción; Bombas; Redes de distribución; Caudal de agua; Abastecimiento de agua; Riego; Emisores; Métodos de cálculo";""
"Nouveau traité de matériaux de construction";"Duriez, M.; Arrambide, J.";"";"1962";"Dunod";"";"666.8/.9/D962/10.ed./2 // Construcciones/322 // Manuales/E86-C7";"";"";"Materiales de construcción; Cementos; Morteros; Hormigones; Hormigón armado; Suelos; Revestimientos; Hormigonado; Aglomerantes hidráulicos; Armadura; Agua de mar; Agua; Vibraciones; Yeso; Arcillas; Materiales refractarios; Cerámica; Aglomerados; Vidrios; Normas; Aceros; Clasificación; Fabricación; Propiedades físicas; Metales; Aleaciones; Deformación; Propiedades mecánicas; Plomo; Cinc; Cobre; Aluminio; Metales nobles; Soldadura; Corrosión; Maderas; Gomas; Pinturas; Barnices; Protección contra la corrosión; Plásticos; Lubricantes";""
"Dimensional co-ordination for building; recommended dimensions of basic spaces for selected engineering service and drainage components and assemblies used in educational, health, housing and office buildings";"";"Interdepartamental Sub-Committee for Component Co-ordination. Department of the Environment";"s.f.";"Fletcher and son";"";"Construcciones/367 // Coordinación modular/C3/1120 // 72.013:69/D582d";"";"";"Coordinación modular; Espacio; Dimensiones; Edificios; Drenaje; Componentes constructivos; Edificios públicos; Escuelas; Hospitales; Vivienda; Oficinas; Edificios comerciales; Radiadores; Pisos; Plomería; Juntas; Calefacción; Calderas; Abastecimiento de agua; Resistencia al fuego; Instalaciones de gas; Ventilación; Aire acondicionado; Instalaciones eléctricas; Iluminación; Instalaciones sanitarias; Vertederos; Transportadores; Ascensores";""
"La qualité pour les usagers des bâtiments a travers le monde. Quality for building users troughout the world";"";"";"1989";"CIB";"Conseil International du Batiment pour la Recherche, l'Etude et la Documentation (CIB), Paris, FR // International Council for Building Research, studies and Documentation (CIB), Paris, FR. CIB 89 International Congress, 11. FR. 1989";"Construcciones/373 // Construcciones/374 // Construcciones/375 // Calidad/C1/11408-11409-11410 // 006.015.5/C567";"";"";"Construcciones; Calidad; Gestión de la calidad; Aseguramiento de la calidad; Edificios; Usuarios; Confort; Arquitectura; Diseño; Conservación de la energía; Habitabilidad térmica; Aire; Hormigones; Agua; Durabilidad; Materiales de construcción";""
"Instalaciones sanitarias domiciliarias e industriales; normas";"";"Obras Sanitarias de la Nación (OSN)";"1974";"OSN";"";"Construcciones/392 // Códigos, Reglamentos/C1/1461 // 696/AR692i";"";"";"Instalaciones sanitarias; Normas; Planos; Gráficos; Desagües; Ventilación; Agua";""
"Technical options for energy conservation in buildings";"";"National Bureau of Standards (NBS)";"1973";"NBS";"";"Construcciones/404 // Energía/C3/1174 // 620.9:69/N277";"";"";"Edificios; Conservación de la energía; Refrigeración; Calefacción; Costos; Aislación; Iluminación; Agua; Confort; Diseño";""
"Investigaciones sobre los morteros: las cales de construcción, los hormigones y los morteros ordinarios. Recherches sur les mortiers; les chaux de construction, les bétons et les mortiers ordinaires";"Vicat, Louis-Joseph";"";"1998";"Instituto Técnico de Materiales y Construcciones^sINTEMAC";"";"Construcciones/445 // Morteros-Revoques/C1/7290 // 666.971/V631";"";"";"Morteros; Construcciones; Piedra caliza; Cales; Fuego; Agua; Aire; Hormigones; Tecnología del hormigón; Puzolanas; Resistencia de materiales; Mezclas de hormigón; Calidad; Adherencia";""
"Proceedings";"Scrivener, K.L. (ed.); Young, J.F. (ed.");"";"1997";"E & F N Spon // Chapman and Hall";"Materials Research Society (MRS), US. Symposium on mechanisms of chemical degradation of cement-based systems. US. 1995";"Construcciones/177 // Hormigón y Cemento/C8/1805";"";"";"Cementos; Degradación; Reacciones químicas; Hormigones; Microscopios; Presión; Microestructuras; Hidróxido de calcio; Iones; Sílice; Alcalis; Materiales porosos; Hidratación; Materiales de construcción; Corrosión; Agua; Durabilidad; Celulosa; Cloruros; Aceros; Impedancia; Espectroscopía; Simulación; Resistencia de materiales; Estructuras de hormigón; Performance; Mecánica; Cemento Portland; Temperatura; Altas temperaturas; Envejecimiento de materiales; Calcio; Aluminatos; Estructuras marítimas; Desechos radioactivos; Modelos; Modelos matemáticos; Mediciones; Transporte; Permeabilidad";""
"Curso de tecnología del hormigón";"Castiarena, Agustín Norberto";"";"1986";"Biblos";"";"Construcciones/431 // Hormigón y cemento/C5/459 // 666.97/C351c";"";"";"Construcciones; Tecnología del hormigón; Hormigones; Propiedades; Homogeneidad; Agua; Cementos; Agregados; Mezclas de cemento; Mezclas de hormigón; Ensayos; Dosificación; Endurecimiento; Aditivos; Control de calidad; Sistemas constructivos; Hormigones livianos; Hormigones masivos; Hormigones reforzados";""
"Química de las aguas de la República Argentina";"Trelles, Rogelio A.";"";"1972";"UBA";"";"Construcciones/479 // E108-C5";"";"";"Agua; Agua superficial; Agua subterránea; Argentina; Composición química; Hidrogeología; Hidroquímica; Elementos químicos; Contaminación del agua; Análisis de agua; Arsénico; Flúor; Vanadio; Yodo; Boro; Selenio; Molibdeno; Cobalto; Titanio; Nitratos; Sodio; Potasio; Océano Atlantico; Río de la Plata";""
"Glass in building; a guide to modern architectural glass performance";"Button, David (ed); Pye, Brian (ed); Colvin, John; Cunliffe, Joan; Inman, Cliff; Jackson, Ken; Lightfoot, Gordon; Owens, Peter; Waldron, Brian";"";"1993";"Butterworth Architecture // Pilkington";"";"Construcciones/500 // CARPINTERIA - VIDRIO Y CARPINTERIA/C10/8495 // 691.6/987";"";"";"Vidrios; Construcciones; Arquitectura; Materiales de construcción; Procesos industriales; Cerramientos; Ventanas; Visión; Calor; Luz; Luz natural; Propiedades térmicas; Confort; Habitabilidad térmica; Balance térmico; Propiedades mecánicas; Durabilidad; Resistencia de materiales; Acción del viento; Nieve; Agua; Tensiones; Explosivos; Impactos; Robos; Blindaje; Resistencia al fuego; Aislación sonora; Sistemas estructurales; Medio ambiente";""
"EM'88 Engineering Materials: from research to application and design. Proceedings";"";"";"1989";"Materials Engineering";"National Research Council (CNR). International Conference, 2. IT. IT. 1988";"Construcciones/504-505 // MATERIALES/C7/8477 // MATERIALES/C7/8478 // 620.1/M425";"";"";"Materiales de construcción; Diseño; Polímeros; Hormigones reforzados; Porosidad; Durabilidad; Medio ambiente marino; Estructuras de hormigón; Morteros; Resistencia de materiales; Resistencia química; Cementos; Mezclas de cemento; Propiedades reológicas; Curado; Microestructuras; Epoxi; Resinas; Resistencia al agua; Aleaciones; Plásticos reforzados; Fractura de materiales; Fallas; Materiales compuestos; Adhesivos; Polímeros termoplásticos; Endurecimiento; Compuestos de epoxi; Agentes de curado; Laminados; Nylon; Polietileno; Polipropileno; Materiales cerámicos; Hidróxidos; Fibras; Propiedades mecánicas; Metales; Aleaciones; Aceros al carbono; Corrosión bajo tensión; Aleaciones de aluminio; Uniones soldadas; Aceros inoxidables; Análisis microestructural; Superficies; Titanio; Aleaciones de titanio; Análisis de Fourier; Fatiga; Equilibrio químico; Permeabilidad; Deformación; Resistencia de materiales; Juntas; Propiedades eléctricas; Corrosión; Celdas de combustible; Viscoelasticidad; Copolímeros; Caucho; Inyección de moldes; Control de la contaminación; Plomo; Energía térmica; Vidrios; Cerámica; Polvo; Oxido de aluminio; Circonio; Bentonita; Gres; Películas delgadas; Revestimientos";""
"Curso sobre reacción al fuego de los poliméricos; artículos textiles, plásticos y resinas, madera, papel, caucho y otros materiales";"Detrell Casellas, Joaquín";"";"1988";"Detrell Casellas, Joaquín";"";"Construcciones/496-497 // FUEGO/C/4133 // 614.841.41/D483";"";"";"Fuego; Polímeros; Materiales textiles; Plásticos; Resinas; Maderas; Papel; Caucho; Combustión; Incendios; Propiedades termodinámicas; Termoquímica; Energía; Análisis térmico; Calor; Humo; Gases tóxicos; Fibras textiles; Llamas; Productos; Ignición; Composición química; Compuestos químicos; Control del humo; Fibras naturales; Algodón; Rayón; Acetatos; Fibras sintéticas; Mezclas; Indumentaria; Calidad; Tableros; Aglomerados; Puertas; Normas; Normalización; Seguridad en la construcción; Protección; Ensayos; Resistencia al fuego; Elementos estructurales; Construcciones; Agua; Cables eléctricos; Prevención de incendios";""
"Trabajos";"";"";"1984";"CCOS";"Centro Constructores de Obras Sanitarias (CCOS), Buenos Aires, AR. Reuniones técnicas de saneamiento domiciliario e industrial, 1. . AR";"Construcciones/506 // INSTALACIONES SANITARIAS/C4/1608 // 628/O113";"";"";"Higiene de la vivienda; Higiene industrial; Agua; Tubos; Cloruro de vinilo; Normalización; Corrosión; Cañerías; Dilatación; Soldadura; Capilaridad; Estaño; Plomo; Instalaciones sanitarias; Desagües; PVC; Consumo; Baños";""
"Trabajos";"";"";"1989";"Universidad de Chile // AICI // IDIEM // MAPFRE";"Instituto de Seguridad MAPFRE, Avila, ES // Asociación Iberoamericana de Centros de Investigación y Ensayos de Incendios (AICI) // Instituto de Investigaciones y Ensayos de Materiales (IDIEM), Santiago de Chile, CL. Encuentro internacional de centros de investigación y ensayos de incendios, 2 / International meeting of fire research and test centres, 2. CL. 1989";"Construcciones/507";"";"";"Incendios; Ensayos; Agua; Hoteles; Fuego; Puertas; Tuberías; Vivienda; Instalaciones; Industria; Resistencia al fuego; Hormigones; Maderas; Pinos; Vigas; Columnas; Aceros; Revestimientos; Cables eléctricos; Vehículos; Presión; Bosques; Humo; Ventilación; Hidrocarburos; Diseño; Edificios; Armadura; Resinas; Epoxi; Calidad; Modelos; NAFTA; Materiales de construcción; Prevención de incendios";""
"Manual de un tanque didáctico de oscilación simple";"Quesada Luna, Carlos Javier";"";"2002";"Universidad de Guadalajara. Centro Universitario de Ciencias Exactas e Ingeniería";"";"628.13/Q5";"";"";"Tanques; Hidráulica; Oscilaciones; Máquinas hidráulicas; Simulación; Agua; Métodos de cálculo; Mediciones; Equipos electrónicos; Sistemas computarizados; Ecuaciones lineales; Cálculo diferencial; Codificación; Caudal de agua; Velocidad; Superficies; Errores; Experimentos";""
"Capacidades hidrofóbica e hidrofílica de papeles; modificación asistida con plasma en frío y luz UV";"Navarro, Fernando; Dávalos, Florentina; Ramos, Juan";"";"2005";"Universidad de Guadalajara";"";"676.014/N322";"";"";"Papel; Pastas de alto rendimiento; Absorción de agua; Pastas químicas; Procesos químicos; Pastas termomecánicas; Plasma; Frío; Materias primas; Cocción; Refinamiento; Blanqueo; Análisis químico; Formación; Hojas de papel; Ensayos físicos; Espectroscopía; Diseño; Análisis microscópico; Microscopía electrónica de barrido; Rayos ultravioleta; Pulpado; Peróxido de hidrógeno; Procesos superficiales";""
"Humidade nas edificações";"Vaconcelos de Paiva, José Ângelo";"Laboratório Nacional de Engenharia Civil. Serviço de Edifícios e Pontes Divisão de Construção e Habitação";"1969";"Laboratório Nacional de Engenharia Civil";"";"Construcciones/529 // PATOLOGIAS/C5/744 // 620.193.23:69/P149";"";"";"Humedad; Construcciones; Capilaridad; Filtración; Condensación; Materiales de construcción; Porosidad; Permeabilidad; Condiciones higrotérmicas; Energía; Líquidos; Viscosidad; Materiales porosos; Ecuaciones diferenciales; Superficies; Vapor; Agua; Presión; Temperatura; Secado; Conductividad térmica; Resistencia de materiales; Muros; Edificios; Ensayos; Agua de lluvia; Ladrillos; Ventanas; Equipamiento; Prototipos; Análisis; Revoques; Prefabricación; Juntas; Fachadas; Corrosión; Clima; Factores meteorológicos";""
"Roofs for warm climates";"Sperling, R.";"Ministry of Public Building and Works. Building Research Station";"s.f.";"Ministry of Public Building and Works";"";"Construcciones/538 // CUBIERTAS/C1/1585 // 692.4(213)/S749";"";"";"Techos; Tejas; Clima cálido; Factores meteorológicos; Construcciones; Confort; Diseño; Departamentos; Estructuras; Agua; Ventilación; Condensación; Durabilidad; Hormigones; Aceros; Aluminio; Fibrocemento; Plásticos; Yeso; Maderas; Prefabricación; Asbestos; Vidrios; Membranas; Masillas; Resistencia al fuego";""
"Instalación sanitaria en edificios";"Díaz Dorado, M.D.";"";"1971";"Alsina";"";"Construcciones/547 // INSTALACIONES SANITARIAS/C6/2336 // 696.11/D5421";"";"";"Instalaciones sanitarias; Edificios; Planos; Materiales; Agua; Abastecimiento de agua; Pozos; Cañerías; Tanques; Vacío; Cargas; Bombeo; Calentadores de agua; Bronce; Hierro; Plomo; Incendios; Desagües; Líquidos cloacales; Tanques sépticos; Artefactos; Prevención de incendios";""
"Nutrición para educadores";"Mataix Verdú, José (ed.); Carazo Marín, Emilia (colab.");"";"2005";"Ediciones Díaz de Santos // Fundación Universitaria Iberoamericana";"";"612.39/M426 // PE/43";"";"";"Nutrición; Alimentación; Alimentos; Nutrientes; Carbohidratos; Metabolismo; Digestión; Lípidos; Proteínas; Aminoácidos; Vitaminas; Antioxidantes; Vitamina D; Vitamina K; Minerales; Calcio; Magnesio; Hierro; Cinc; Agua; Bebidas; Cereales; Azúcar; Pastelería; Confitería; Valor nutritivo; Hortalizas; Vegetales; Frutas; Leche; Productos lácteos; Alimentos proteicos; Alimentos de origen animal; Carnes; Huevos; Pescados; Leguminosas; Frutas secas; Grasas comestibles; Aceites comestibles; Consumo; Cocción; Alimentos funcionales; Alimentación infantil; Lactantes; Niños; Jóvenes; Ancianos; Oxidación; Enfermedades; Problema alimentario; Desnutrición; Higiene de los alimentos; Contaminación de alimentos; Enfermedades transmitidas por alimentos; Conservación de alimentos; Alimentos preparados";""
"Ecología microbiana y microbiología ambiental";"Atlas, Ronald M.; Bartha, Richard";"";"2002";"Pearson Educación";"";"579.26/A881";"";"";"Microbiología; Ecología; Medio ambiente; Biodiversidad; Microorganismos; Vegetales; Enfermedades de las plantas; Animales; Enfermedades de los animales; Comunidades biológicas; Ecosistemas; Biomasa; Fisiología; Crecimiento; Habitat; Aire; Agua; Suelos; Ciclo biológico; Bioquímica; Carbono; Hidrógeno; Oxígeno; Nitrógeno; Azufre; Fósforo; Hierro; Lluvia ácida; Biotecnología; Contaminación del suelo; Contaminación del agua; Tratamiento de efluentes; Desechos sólidos; Líquidos residuales; Aguas residuales; Purificación del agua; Contaminantes orgánicos; Contaminantes inorgánicos; Biodegradación; Biodegradabilidad; Biosensores; Remediación; Minerales; Energía; Combustibles; Control de plagas; Agentes patógenos; Microbios";""
"La contaminación de los ríos y sus efectos en las áreas costeras y el mar";"Escobar, Jairo";"";"2002";"CEPAL";"";"628.191/E74";"";"";"Contaminación del mar; Contaminación ambiental; Contaminación del agua; Ríos; Areas costeras; Asentamientos humanos; Riesgos; Impactos ambientales; Contaminantes; Efluentes industriales; Alcantarillas; Desagües; Sedimentación; Saneamiento ambiental; Control de la contaminación; Gestión ambiental; Agua; Calidad; Política ambiental; Legislación ambiental; Tratamiento de aguas; Latinoamérica";""
"Caracterización de peligros de patógenos en los alimentos y el agua; directrices";"";"Organización de las Naciones Unidas para la Agricultura y la Alimentación (FAO) // Organización Mundial de la Salud (OMS/WHO)";"2003";"FAO // OMS";"";"614.31/O68c";"";"";"Microbiología de alimentos; Enfermedades transmitidas por alimentos; Alimentos; Agua; Microorganismos; Agentes patógenos; Riesgos; Evaluación; Datos estadísticos; Registro de datos; Vigilancia epidemiológica; Enfermedades infecciosas; Mortalidad; Técnicas estadísticas; Modelos; Incertidumbre";""
"Hidrogeología ambiental I";"Auge, Miguel";"Universidad de Buenos Aires.Facultad de Ciencias Exactas y Naturales.Departamento Ciencias Geológicas (UBA-FCEN)";"2004";"UBA-FCEN";"";"556.3/A919";"";"";"Hidrogeología; Agua subterránea; Geología; Medio ambiente; Argentina; Contaminación ambiental; Contaminación del suelo; Contaminación del agua; Contaminantes; Nitratos; Pesticidas; Metales pesados; Hidrocarburos; Permeabilidad; Porosidad; Control de la contaminación; Monitoreo; Acuíferos; Métodos de determinación; Remediación; Muestreo; Suelos; Agua; Calidad; Saneamiento ambiental; Salud; Población; Animales; Vegetales; Enfermedades; Incineración; Corrosión subterránea; Reacciones químicas; Solidificación; Estabilización; Tratamiento de aguas";""
"Análisis de metales en agua potable y residual por espectrofotometría de absorción atómica";"";"Centro Panamericano de Ingeniería Sanitaria y Ciencias del Ambiente.División de Salud y Ambiente (CEPIS) // Organización Panamericana de la Salud. Oficina Sanitaria Panamericana (OPS) // Organización Mundial de la Salud (OMS/WHO)";"1995";"CEPIS // OPS // OMS";"";"543.3/C397";"";"";"Agua; Análisis de agua; Agua potable; Aguas residuales; Metales; Toxicidad; Mediciones; Métodos de análisis; Espectrofotometría; Absorción atómica; Muestreo; Métodos de determinación; Trazas de sustancias; Laboratorios; Control de calidad; Filtración; Filtros; Sedimentación";""
"Moisture sensors in process control";"Carr-Brion, K.";"";"1989";"Elservier";"";"Electrónica/A-78";"";"";"Sensores; Humedad; Control de procesos; Gases; Mediciones; Higrometría; Higrométros; Materiales; Aluminio; Litio; Silicio; Polímeros; Materiales cerámicos; Cristales; Líquidos; Refractometría; Propiedades físicas; Agua; Emulsiones; Geles; Muestreo; Factor de reflexión; Resonancia magnética nuclear; Capacitancia; Microondas; Viscosímetros; Sólidos; Electrónica; Transmisión de datos; Calibración";""
"Applications of piezoelectric quartz crystal microbalances";"Lu, C. (ed.); Czanderna, A.W. (ed.");"";"1984";"Elsevier";"";"Electrónica/A-68";"";"";"Materiales piezoeléctricos; Cuarzo; Cristales; Microbalanzas; Mediciones; Frecuencia; Masa; Temperatura; Plasma; Contaminantes; Aerosoles; Vibraciones; Circuitos; Piezoelectricidad; Acústica; Impedancia; Diseño; Películas delgadas; Monitoreo; Tensiones; Electrodos; Precisión; Errores; Superficies; Presión; Vapor; Gases; Iones; Calibración; Cromatografía de gases; Detectores; Amonio; Pesticidas; Monóxido de carbono; Agua; Evaporación; Sensibilidad; Difusión; Calentamiento; Adhesión; Deposición; Precipitación electrostática; Performance; Humedad";""
